id,ma_thiet_bi,associated_with,loai_id,hang_san_xuat_id,so_dang_ky,so_giay_dang_kiem,nam_san_xuat,nam_su_dung,so_khung,so_may,dv_so_huu_id,dv_quan_ly_id,dv_thue_id,khu_vuc_id,model_id,ghi_chu,tag_1,last_modified_by_user_id
1586,TCMK02,TCMK-039.30,24,37,65C-039.30,,2014,2014,KL4V3TEF1EK000794,DE12TIS435567CA,42,42,1000,13,1000,,,
1587,TCMK04,TCMK-041.01,24,37,65C-041.01,,2014,2014,KL4V3TEF1EK000807,DE12TIS436048CA,42,42,1000,13,1000,,,
1588,TCMK03,TCMK-041.96,24,37,65C-041.96,,2014,2014,KL4V3TEF1EK000814,DE12TIS437520CA,42,42,1000,13,1000,,,
1589,TCMK05,TCMK05,23,34,288,,2014,2014,087-2870,22136776,42,42,1000,13,1000,,,
1590,TCMK06,TCMK06,23,34,289,,2014,2014,087-2866,22136845,42,42,1000,13,1000,,,
1591,TCMK07,TCMK07,23,34,290,,2014,2014,087-2868,22136866,42,42,1000,13,1000,,,
1592,TCMK08,TCMK08,23,34,291,,2014,2014,087-2865,22136782,42,42,1000,13,1000,,,
1593,TCMK09,TCMK09,23,34,292,,2014,2014,087-2867,22136855,42,42,1000,13,1000,,,
1594,TCMK10,TCMK10,23,34,293,,2014,2014,087-2871,22128742,42,42,1000,13,1000,,,
1595,TCMK11,TCMK11,23,34,294,,2014,2014,087-2869,22128830,42,42,1000,13,1000,,,
1596,TCMK12,TCMK12,23,34,295,,2014,2014,087-2857,22136863,42,42,1000,13,1000,,,
1597,TCMK13,TCMK13,23,34,296,,2014,2014,087-2861,22136857,42,42,1000,13,1000,,,
1598,TCMK14,TCMK14,23,34,297,,2014,2014,087-2860,22136780,42,42,1000,13,1000,,,
1599,VTT24,VTT24,24,37,,,,,,,7,7,1000,8,1000,,,
1600,VTT25,VTT25,24,37,,,,,,,7,7,1000,8,1000,,,
1601,VTT26,VTT26,24,37,,,,,,,7,7,1000,8,1000,,,
1602,VTT27,VTT27,24,37,,,,,,,7,7,1000,8,1000,,,
1603,R-NB288,NB288,29,43,,,2014,2015,,,2,1,1000,1,1000,,,
1604,R-NB289,NB289,29,43,,,2014,2015,,,2,1,1000,1,1000,,,
1605,R-NB290,NB290,29,43,,,2014,2015,,,2,1,1000,1,1000,,,
1606,R-NB291,NB291,29,43,,,2014,2015,,,2,1,1000,1,1000,,,
1607,R-NB292,NB292,29,43,,,2014,2015,,,2,1,1000,1,1000,,,
1608,R-NB293,NB293,29,43,,,2014,2015,,,2,1,1000,1,1000,,,
1609,R-NB294,NB294,29,43,,,2014,2015,,,2,1,1000,1,1000,,,
1610,R-NB295,NB295,29,43,,,2014,2015,,,2,1,1000,1,1000,,,
1611,R-NB296,NB296,29,43,,,2014,2015,,,2,1,1000,1,1000,,,
1612,R-NB297,NB297,29,43,,,2014,2015,,,2,1,1000,1,1000,,,
1613,TVLB11,TVLB11,24,37,,,,,,,37,37,1000,7,1000,,,
1614,TVLB12,TVLB12,24,37,,,,,,,37,37,1000,7,1000,,,
1615,TVLB13,TVLB13,24,37,,,,,,,37,37,1000,7,1000,,,
1616,TVLB14,TVLB14,24,37,,,,,,,37,37,1000,7,1000,,,
1617,TVLB15,TVLB15,24,37,,,,,,,37,37,1000,7,1000,,,
1618,TVLB16,TVLB16,24,37,,,,,,,37,37,1000,7,1000,,,
1619,TVLB17,TVLB17,24,37,,,,,,,37,37,1000,7,1000,,,
1620,TVLB18,TVLB18,24,37,,,,,,,37,37,1000,7,1000,,,
1621,TVLB19,TVLB19,24,37,,,,,,,37,37,1000,7,1000,,,
1622,TVLB20,TVLB20,24,37,,,,,,,37,37,1000,7,1000,,,
1623,TVVT01,TVVT-041.19,24,37,72C-041.19,,2014,2014,,,26,40,1000,3,1000,,,
1624,TVVT02,TVVT-043.03,24,37,72C-043.03,,2014,2014,,,26,40,1000,3,1000,,,
1625,TVVT03,TVVT-043.10,24,37,72C-043.10,,2014,2014,,,26,40,1000,3,1000,,,
1626,TVVT04,TVVT-043.35,24,37,72C-043.35,,2014,2014,,,26,40,1000,3,1000,,,
1627,TVVT05,TVVT-043.85,24,37,72C-043.85,,2014,2014,,,26,40,1000,3,1000,,,
1628,TVVT06,TVVT-045.05,24,37,72C-045.05,,2014,2014,,,11,40,1000,3,1000,,,
1629,TVVT07,TVVT-045.84,24,37,72C-045.84,,2014,2014,,,11,40,1000,3,1000,,,
1630,TVVT08,TVVT-044.33,24,37,72C-044.33,,2014,2014,,,11,40,1000,3,1000,,,
1631,TVVT09,TVVT-046.02,24,37,72C-046.02,,2014,2014,,,11,40,1000,3,1000,,,
1632,TVVT10,TVVT-045.30,24,37,72C-045.30,,2014,2014,,,11,40,1000,3,1000,,,
1633,TVVT11,TVVT-046.18,24,37,72C-046.18,,2014,2014,,,11,40,1000,3,1000,,,
1634,TVVT12,TVVT-049.26,24,37,72C-049.26,,2014,2014,,,11,40,1000,3,1000,,,
1635,TVVT13,TVVT-050.40,24,37,72C-050.40,,2014,2014,,,11,40,1000,3,1000,,,
1636,TVVT14,TVVT-049.76,24,37,72C-049.76,,2014,2014,,,11,40,1000,3,1000,,,
1637,TVVT15,TVVT-048.54,24,37,72C-048.54,,2014,2014,,,11,40,1000,3,1000,,,
1638,TVVT16,TVVT-043.05,24,37,72C -043.05,,2014,2014,,,40,40,1000,3,1000,,,
1639,TVVT17,TVVT-041.21,24,37,72C-041.21,,2014,2014,,,40,40,1000,3,1000,,,
1640,TVVT18,TVVT-044.09,24,37,72C-044.09,,2014,2014,,,40,40,1000,3,1000,,,
1641,TVVT19,TVVT-044.75,24,37,72C-044.75,,2014,2014,,,40,40,1000,3,1000,,,
1642,TVVT20,TVVT-043.89,24,37,72C-043.89,,2014,2014,,,40,40,1000,3,1000,,,
1643,TVVT21,TVVT-044.20,24,37,72C-044.20,,2014,2014,,,40,40,1000,3,1000,,,
1644,TVVT22,TVVT-044.90,24,37,72C-044.90,,2014,2014,,,40,40,1000,3,1000,,,
1645,TVVT23,TVVT-044.27,24,37,72C-044.27,,2014,2014,,,40,40,1000,3,1000,,,
1646,TVVT24,TVVT-043.56,24,37,72C-043.56,,2014,2014,,,40,40,1000,3,1000,,,
1647,TVVT25,TVVT-043.80,24,37,72C-043.80,,2014,2014,,,40,40,1000,3,1000,,,
1648,TVVT26,TVVT-056.75,24,37,72C-056.75,,2014,2014,,,40,40,1000,3,1000,,,
1649,TVVT27,TVVT-054.29,24,37,72C-054.29,,2014,2014,,,40,40,1000,3,1000,,,
1650,TVVT28,TVVT-056.66,24,37,72C-056.66,,2014,2014,,,40,40,1000,3,1000,,,
1651,TVVT29,TVVT-055.23,24,37,72C-055.23,,2014,2014,,,40,40,1000,3,1000,,,
1652,TVVT30,TVVT-054.93,24,37,72C-054.93,,2014,2014,,,40,40,1000,3,1000,,,
1653,TVVT31,TVVT-056.18,24,37,72C-056.18,,2014,2014,,,40,40,1000,3,1000,,,
1654,TVVT32,TVVT-055.64,24,37,72C-055.64,,2014,2014,,,40,40,1000,3,1000,,,
1655,TVVT33,TVVT-056.55,24,37,72C-056.55,,2014,2014,,,40,40,1000,3,1000,,,
1656,TVVT34,TVVT-056.97,24,37,72C-056.97,,2014,2014,,,40,40,1000,3,1000,,,
1657,TVVT35,TVVT-056.95,24,37,72C-056.95,,2014,2014,,,40,40,1000,3,1000,,,
1658,TVVT36,TVVT36,24,37,,,,,,,40,40,1000,3,1000,,,
1659,TVVT37,TVVT37,24,37,,,,,,,40,40,1000,3,1000,,,
1660,TVVT38,TVVT38,24,37,,,,,,,40,40,1000,3,1000,,,
1661,TVVT39,TVVT39,24,37,,,,,,,40,40,1000,3,1000,,,
1662,TVVT40,TVVT40,24,37,,,,,,,40,40,1000,3,1000,,,
1663,TVVT41,TVVT41,24,37,,,,,,,40,40,1000,3,1000,,,
1664,TVVT42,TVVT42,24,37,,,,,,,40,40,1000,3,1000,,,
1665,TVVT43,TVVT43,24,37,,,,,,,40,40,1000,3,1000,,,
1666,TVVT44,TVVT44,24,37,,,,,,,40,40,1000,3,1000,,,
1667,TVVT45,TVVT45,24,37,,,,,,,40,40,1000,3,1000,,,
1668,TVBD01,TVBD01,24,37,,,,,,,39,39,1000,4,1000,,,
1669,TVBD02,TVBD02,24,37,,,,,,,39,39,1000,4,1000,,,
1670,TVBD03,TVBD03,24,37,,,,,,,39,39,1000,4,1000,,,
1671,TVBD04,TVBD04,24,37,,,,,,,39,39,1000,4,1000,,,
1672,TVBD05,TVBD05,24,37,,,,,,,39,39,1000,4,1000,,,
1673,TVBD06,TVBD06,24,37,,,,,,,39,39,1000,4,1000,,,
1674,TVBD07,TVBD07,24,37,,,,,,,39,39,1000,4,1000,,,
1675,TVBD08,TVBD08,24,37,,,,,,,39,39,1000,4,1000,,,
1676,TVBD09,TVBD09,24,37,,,,,,,39,39,1000,4,1000,,,
1677,TVBD10,TVBD10,24,37,,,,,,,39,39,1000,4,1000,,,
1678,TVBD11,TVBD11,24,40,,,,,,,39,39,1000,4,1000,,,
1679,TVBD12,TVBD12,24,40,,,,,,,39,39,1000,4,1000,,,
1680,TVBD13,TVBD13,24,40,,,,,,,39,39,1000,4,1000,,,
1681,TVBD14,TVBD14,24,40,,,,,,,39,39,1000,4,1000,,,
1682,TVBD15,TVBD15,24,40,,,,,,,39,39,1000,4,1000,,,
1683,TVBD16,TVBD16,24,40,,,,,,,39,39,1000,4,1000,,,
1684,TVBD17,TVBD17,24,40,,,,,,,39,39,1000,4,1000,,,
1685,TVBD18,TVBD18,24,40,,,,,,,39,39,1000,4,1000,,,
1686,TVBD19,TVBD19,24,40,,,,,,,39,39,1000,4,1000,,,
1687,TVBD20,TVBD20,24,40,,,,,,,39,39,1000,4,1000,,,
1688,HP01,HP01,23,7,,,,,,,17,17,1000,12,1000,,,
1689,HP02,HP02,23,7,,,,,,,17,17,1000,12,1000,,,
1690,HP03,HP03,23,7,,,,,,,17,17,1000,12,1000,,,
1691,HP04,HP04,23,7,,,,,,,17,17,1000,12,1000,,,
1692,HP05,HP05,23,7,,,,,,,17,17,1000,12,1000,,,
1693,HP06,HP06,23,7,,,,,,,17,17,1000,12,1000,,,
1694,HP07,HP07,23,7,,,,,,,17,17,1000,12,1000,,,
1695,HP08,HP08,23,7,,,,,,,17,17,1000,12,1000,,,
1696,HP09,HP09,23,7,,,,,,,17,17,1000,12,1000,,,
1697,HP10,HP10,23,7,,,,,,,17,17,1000,12,1000,,,
1698,HP11,HP11,23,7,,,,,,,17,17,1000,12,1000,,,
1699,HP12,HP12,23,7,,,,,,,17,17,1000,12,1000,,,
1700,HP13,HP13,23,7,,,,,,,17,17,1000,12,1000,,,
1701,HP14,HP14,23,7,,,,,,,17,17,1000,12,1000,,,
1702,HP15,HP15,23,7,,,,,,,17,17,1000,12,1000,,,
1703,TVHP01,TVHP01,24,37,,,,,,,41,41,1000,12,1000,,,
1704,TVHP02,TVHP02,24,37,,,,,,,41,41,1000,12,1000,,,
1705,TVHP03,TVHP03,24,37,,,,,,,41,41,1000,12,1000,,,
1706,TVHP04,TVHP04,24,37,,,,,,,41,41,1000,12,1000,,,
1707,TVHP05,TVHP05,24,37,,,,,,,41,41,1000,12,1000,,,
1708,TVHP06,TVHP06,24,37,,,,,,,41,41,1000,12,1000,,,
1709,TVHP07,TVHP07,24,37,,,,,,,41,41,1000,12,1000,,,
1710,TVHP08,TVHP08,24,37,,,,,,,41,41,1000,12,1000,,,
1711,TVHP09,TVHP09,24,37,,,,,,,41,41,1000,12,1000,,,
1712,TVHP10,TVHP10,24,37,,,,,,,41,41,1000,12,1000,,,
1713,TVHP11,TVHP11,24,37,,,,,,,41,41,1000,12,1000,,,
1714,TVHP12,TVHP12,24,37,,,,,,,41,41,1000,12,1000,,,
1715,TVHP13,TVHP13,24,37,,,,,,,41,41,1000,12,1000,,,
1716,TVHP14,TVHP14,24,37,,,,,,,41,41,1000,12,1000,,,
1717,TVHP15,TVHP15,24,37,,,,,,,41,41,1000,12,1000,,,
1718,TVHP16,TVHP16,24,37,,,,,,,41,41,1000,12,1000,,,
1719,TVHP17,TVHP17,24,37,,,,,,,41,41,1000,12,1000,,,
1720,TVHP18,TVHP18,24,37,,,,,,,41,41,1000,12,1000,,,
1721,TVHP19,TVHP19,24,37,,,,,,,41,41,1000,12,1000,,,
1722,TVHP20,TVHP20,24,37,,,,,,,41,41,1000,12,1000,,,
1723,NO-35,NO35,32,55,,,2014,2014,,,2,19,1000,12,1000,,,
1724,NO-36,NO36,32,55,,,2014,2014,,,2,19,1000,12,1000,,,
1725,MF_HPH01,MF_HPH01,48,63,,,2014,2014,,,17,17,1000,12,1000,,,
1726,MF_HPH02,MF_HPH02,48,63,,,2014,2014,,,17,17,1000,12,1000,,,
1727,TCIT81,TCIT81,23,41,,,,,,,7,12,1000,3,1000,,,
1728,TCIT82,TCIT82,23,41,,,,,,,7,12,1000,3,1000,,,
1729,TCIT83,TCIT83,23,41,,,,,,,7,12,1000,3,1000,,,
1730,TCIT84,TCIT84,23,41,,,,,,,7,12,1000,3,1000,,,
1731,TCIT85,TCIT85,23,41,,,,,,,7,12,1000,3,1000,,,
1732,TCIT86,TCIT86,23,41,,,,,,,7,12,1000,3,1000,,,
1733,TCIT87,TCIT87,23,41,,,,,,,7,12,1000,3,1000,,,
1734,TCIT88,TCIT88,23,41,,,,,,,7,12,1000,3,1000,,,
1735,NB176,NB176,23,34,,,2009,2010,,,14,1,1000,1,1000,,,
1736,M01,M01,28,71,51R-043.77,,2009,,LJRP1227891007408,,4,4,1000,1,1000,,,
1737,M02,M02,28,71,51R-042.80,,2009,,LJRP1227991008907,,4,4,1000,1,1000,,,
1738,M03,M03,28,71,51R-042.77,,2009,,LJRP1227991008909,,4,4,1000,1,1000,,,
1739,M04,M04,28,71,51R-042.63,,2009,,LJRP1227991008910,,4,4,1000,1,1000,,,
1740,M05,M05,28,71,51R-041.65,,2009,,LJRP1227991008911,,4,4,1000,1,1000,,,
1741,M06,M06,28,71,51R-042.54,,2009,,LJRP1227991008912,,4,4,1000,1,1000,,,
1742,M07,M07,28,71,51R-041.26,,2009,,LJRP1227491006997,,4,4,1000,1,1000,,,
1743,M08,M08,28,71,51R-043.91,,2009,,LJRP1227491007423,,4,4,1000,1,1000,,,
1744,M09,M09,28,71,51R-041.17,,2009,,LJRP1227691007407,,4,4,1000,1,1000,,,
1745,M36,M36,28,43,51R-050.24,,2013,2013,RRCS403S3DC000025,,4,4,1000,1,1000,,,
1746,M37,M37,28,43,51R-050.57,,2013,2013,RRCS403S3DC000026,,4,4,1000,1,1000,,,
1747,M38,M38,28,43,51R-055.07,,2013,2013,RRCS403S3DC000027,,4,4,1000,1,1000,,,
1748,M39,M39,28,43,51R-050.95,,2013,2013,RRCS403S3DC000028,,4,4,1000,1,1000,,,
1749,M40,M40,28,43,51R-057.68,,2013,2013,RRCS403S3DC000029,,4,4,1000,1,1000,,,
1750,M31,M31,28,43,51R-057.25,,2011,2011,RRCS40228BC001228,,4,4,1000,1,1000,,,
1751,M32,M32,28,43,51R-056.18,,2011,2011,RRCS40228BC001229,,4,4,1000,1,1000,,,
1752,M33,M33,28,43,51R-055.70,,2011,2011,RRCS40228BC001230,,4,4,1000,1,1000,,,
1753,M34,M34,28,43,51R-056.53,,2011,2011,RRCS40228BC001233,,4,4,1000,1,1000,,,
1754,M35,M35,28,43,51R-055.84,,2011,2011,RRCS4022BC001235,,4,4,1000,1,1000,,,
1755,M26,M26,28,43,51R-055.97,,2013,2013,RRCS40393DC000440,,4,4,1000,1,1000,,,
1756,M27,M27,28,43,51R-057.38,,2013,2013,RRCS40393DC000441,,4,4,1000,1,1000,,,
1757,M28,M28,28,43,51R-056.36,,2013,2013,RRCS40393DC000442,,4,4,1000,1,1000,,,
1758,M29,M29,28,43,51R-057.37,,2013,2013,RRCS40393DC000443,,4,4,1000,1,1000,,,
1759,M30,M30,28,43,51R-055.62,,2013,2013,RRCS40393DC000444,,4,4,1000,1,1000,,,
1760,M10,M10,28,43,51R-051.08,,2013,2013,RRCS40393DC000414,,4,4,1000,1,1000,,,
1761,M11,M11,28,43,51R-051.58,,2013,2013,RRCS40393DC000409,,4,4,1000,1,1000,,,
1762,M12,M12,28,43,51R-051.81,,2013,2013,RRCS40393DC000413,,4,4,1000,1,1000,,,
1763,M13,M13,28,43,51R-051.25,,2013,2013,RRCS40393DC000412,,4,4,1000,1,1000,,,
1764,M14,M14,28,43,51R-049.32,,2013,2013,RRCS40393DC000411,,4,4,1000,1,1000,,,
1765,M15,M15,28,43,51R-051.12,,2013,2013,RRCS40393DC000410,,4,4,1000,1,1000,,,
1766,M16,M16,28,43,51R-051.75,,2013,2013,RRCS40393DC000401,,4,4,1000,1,1000,,,
1767,M17,M17,28,43,51R-051.20,,2013,2013,RRCS40393DC000402,,4,4,1000,1,1000,,,
1768,M18,M18,28,43,51R-049.00,,2013,2013,RRCS40393DC000372,,4,4,1000,1,1000,,,
1769,M19,M19,28,43,51R-049.86,,2013,2013,RRCS40393DC000403,,4,4,1000,1,1000,,,
1770,M20,M20,28,43,51R-051.79,,2013,2013,RRCS40393DC000374,,4,4,1000,1,1000,,,
1771,M21,M21,28,43,51R-049.37,,2013,2013,RRCS40393DC000373,,4,4,1000,1,1000,,,
1772,M22,M22,28,43,51R-051.59,,2013,2013,RRCS403S3DC000016,,4,4,1000,1,1000,,,
1773,M23,M23,28,43,51R-049.16,,2013,2013,RRCS403S3DC000017,,4,4,1000,1,1000,,,
1774,M24,M24,28,43,51R-050.11,,2013,2013,RRCS403S3DC000023,,4,4,1000,1,1000,,,
1775,M25,M25,28,43,51R-050.18,,2013,2013,RRCS403S3DC000024,,4,4,1000,1,1000,,,
1776,M47,M47,28,43,51R-057.08,,2014,2014,RRCS40393EC000542,,4,4,1000,1,1000,,,
1777,M48,M48,28,43,51R-063.10,,2014,2014,RRCS40393EC000544,,4,4,1000,1,1000,,,
1778,M49,M49,28,43,51R-050.32,,2014,2014,RRCS40393EC000545,,4,4,1000,1,1000,,,
1779,M50,M50,28,43,51R-064.96,,2014,2014,RRCS40393EC000543,,4,4,1000,1,1000,,,
1780,M41,M41,28,43,51R-065.62,,2014,2014,RRCS40393EC000553,,4,4,1000,1,1000,,,
1781,M42,M42,28,43,51R-064.74,,2014,2014,RRCS40393EC000555,,4,4,1000,1,1000,,,
1782,M43,M43,28,43,51R-077.13,,2014,2014,RRCS40393EC000554,,4,4,1000,1,1000,,,
1783,M44,M44,28,43,51R-077.95,,2014,2014,RRCS40393EC000574,,4,4,1000,1,1000,,,
1784,M45,M45,28,43,51R-077.19,,2014,2014,RRCS40393EC000572,,4,4,1000,1,1000,,,
1785,M46,M46,28,43,51R-079.47,,2014,2014,RRCS40393EC000573,,4,4,1000,1,1000,,,
1786,M51,M51,28,43,51R-036.70,,2014,2014,RRCS40393EC000684,,4,4,1000,1,1000,,,
1787,M52,M52,28,43,51R-035.15,,2014,2014,RRCS40393EC000685,,4,4,1000,1,1000,,,
1788,M53,M53,28,43,51R-037.55,,2014,2014,RRCS40393EC000687,,4,4,1000,1,1000,,,
1789,M54,M54,28,43,51R-036.60,,2014,2014,RRCS40393EC000686,,4,4,1000,1,1000,,,
1790,M55,M55,28,43,51R-036.67,,2014,2014,RRCS40393EC000688,,4,4,1000,1,1000,,,
1791,M56,M56,28,43,51R-035.47,,2014,2014,RRCS40393EC000689,,4,4,1000,1,1000,,,
1792,M57,M57,28,43,51R-035.74,,2014,2014,RRCS40393EC000693,,4,4,1000,1,1000,,,
1793,M58,M58,28,43,51R-037.56,,2014,2014,RRCS40393EC000690,,4,4,1000,1,1000,,,
1794,M59,M59,28,43,51R-035.78,,2014,2014,RRCS40393EC000692,,4,4,1000,1,1000,,,
1795,M60,M60,28,43,51R-036.87,,2014,2014,RRCS40393EC000691,,4,4,1000,1,1000,,,
1796,M61,M61,28,43,51R-083.24,,2014,2014,RRCS40393EC000793,,4,4,1000,1,1000,,,
1797,M62,M62,28,43,51R-081.87,,2014,2014,RRCS40393EC000794,,4,4,1000,1,1000,,,
1798,M63,M63,28,43,51R-083.15,,2014,2014,RRCS40393EC000795,,4,4,1000,1,1000,,,
1799,M64,M64,28,43,51R-083.19,,2014,2014,RRCS40393EC000796,,4,4,1000,1,1000,,,
1800,M65,M65,28,43,51R-084.19,,2014,2014,RRCS40393EC000797,,4,4,1000,1,1000,,,
1801,M66,M66,28,43,51R-089.98,,2014,2014,RRCS40393EC000798,,4,4,1000,1,1000,,,
1802,M67,M67,28,43,51R-084.20,,2014,2014,RRCS40393EC000799,,4,4,1000,1,1000,,,
1803,M68,M68,28,43,51R-083.32,,2014,2014,RRCS40393EC000800,,4,4,1000,1,1000,,,
1804,M69,M69,28,43,51R-082.65,,2014,2014,RRCS40393EC000801,,4,4,1000,1,1000,,,
1805,M70,M70,28,43,51R-083.79,,2014,2014,RRCS40393EC000802,,4,4,1000,1,1000,,,
1806,M71,M71,28,71,51R-089.27,,2014,2014,LJRC12388E1015993,,4,4,1000,1,1000,,,
1807,M72,M72,28,71,51R-089.84,,2014,2014,LJRC1238XE1015994,,4,4,1000,1,1000,,,
1808,M73,M73,28,71,51R-088.77,,2014,2014,LJRC12381E1015995,,4,4,1000,1,1000,,,
1809,M74,M74,28,71,51R-084.15,,2014,2014,LJRC12383E1015996,,4,4,1000,1,1000,,,
1810,M75,M75,28,71,51R-089.14,,2014,2014,LJRC12385E1015997,,4,4,1000,1,1000,,,
1811,M76,M76,28,71,51R-085.97,,2014,2014,LJRC12387E1015998,,4,4,1000,1,1000,,,
1812,M77,M77,28,71,51R-089.57,,2014,2014,LJRC12389E1015999,,4,4,1000,1,1000,,,
1813,M78,M78,28,71,51R-088.31,,2014,2014,LJRC1238XE1016000,,4,4,1000,1,1000,,,
1814,M79,M79,28,71,51R-086.66,,2014,2014,LJRC12381E1016001,,4,4,1000,1,1000,,,
1815,M80,M80,28,71,51R-089.63,,2014,2014,LJRC12383E1016002,,4,4,1000,1,1000,,,
1816,TCMT10,TCMT-36600,24,37,51C-36600,,,,,,16,16,1000,17,1000,,,
1817,TCMT11,TCMT11-04377,24,37,72C -04377,,,,,,16,16,1000,17,1000,,,
1818,TCMT12,TCMT12-04484,24,37,72C -04484,,,,,,16,16,1000,17,1000,,,
1819,TCMT13,TCMT13-04495,24,37,72C -04495,,,,,,16,16,1000,17,1000,,,
1820,R-NB273,NB273,29,43,,,,,,,2,1,1000,1,1000,,,
1821,R-NB274,NB274,29,43,,,,,,,11,1,1000,1,1000,,,
1822,R-NB275,NB275,29,43,,,,,,,11,1,1000,1,1000,,,
1823,R-NB276,NB276,29,43,,,,,,,11,1,1000,1,1000,,,
1824,R-NB277,NB277,29,43,,,,,,,11,1,1000,1,1000,,,
1825,R-NB278,NB278,29,43,,,,,,,6,1,1000,1,1000,,,
1826,R-NB279,NB279,29,43,,,,,,,6,1,1000,1,1000,,,
1827,R-NB280,NB280,29,43,,,,,,,6,1,1000,1,1000,,,
1828,R-NB281,NB281,29,43,,,,,,,6,1,1000,1,1000,,,
1829,R-NB282,NB282,29,43,,,,,,,6,1,1000,1,1000,,,
1830,SM109,SM109,24,37,,45329,2014,2015,FK000937,DE12TIS539512CA,10,10,1000,1,1000,,,
1831,SM117,SM117,24,37,,45332,2014,2015,FK000934,DE12TIS539450CA,10,10,1000,1,1000,,,
1832,SM118,SM118,24,37,,45331,2014,2015,FK000935,DE12TIS539518CA,10,10,1000,1,1000,,,
1833,SM119,SM119,24,37,,45334,2014,2015,FK000936,DE12TIS539519CA,10,10,1000,1,1000,,,
1834,SM120,SM120,24,37,,45333,2014,2015,FK000915,DE12TIS539449CA,10,10,1000,1,1000,,,
1835,SM121,SM121,24,37,,45335,2014,2015,FK000929,DE12TIS539513CA,10,10,1000,1,1000,,,
1836,SM122,SM122,24,37,,45338,2014,2015,FK000908,DE12TIS539390CA,10,10,1000,1,1000,,,
1837,SM123,SM123,24,37,,45337,2014,2015,FK000925,DE12TIS539415CA,10,10,1000,1,1000,,,
1838,SM124,SM124,24,37,,45340,2014,2015,FK000953,DE12TIS539642CA,10,10,1000,1,1000,,,
1839,SM125,SM125,24,37,,45339,2014,2015,FK000907,DE12TIS539392CA,10,10,1000,1,1000,,,
1840,TCMK-00130,TCMK-00130,28,45,65R- 00130,,2014,2014,4034ED000129,,42,42,1000,13,1000,,,
1841,TCMK-00160,TCMK-00160,28,45,65R- 00160,,2014,2014,4034ED000130,,42,42,1000,13,1000,,,
1842,TCMK-00135,TCMK-00135,28,45,65R- 00135,,2014,2014,4034ED000134,,42,42,1000,13,1000,,,
1843,TCMK-00181,TCMK-00181,28,45,65R- 00181,,2014,2014,4034ED000134,,42,42,1000,13,1000,,,
1844,TCMK-00356,TCMK-00356,28,43,72R- 00356,,2014,2014,,,7,42,1000,13,1000,,,
1845,TCMK-00379,TCMK-00379,28,43,72R- 00379,,2014,2014,,,7,42,1000,13,1000,,,
1846,TCMK-00365,TCMK-00365,28,43,72R- 00365,,2014,2014,,,7,42,1000,13,1000,,,
1847,TCMK-00185,TCMK-00185,28,45,65R-00185,,2014,2014,RRNRH4034ED00153,,42,7,1000,13,1000,,,
1848,TCMK-00171,TCMK-00171,28,45,65R-00171,,2014,2014,RRNRH4034ED00154,,42,7,1000,13,1000,,,
1849,TCMK-00129,TCMK-00129,28,45,65R-00129,,2014,2014,RRNRH4034ED00155,,42,7,1000,13,1000,,,
1850,TCMK-00158,TCMK-00158,28,45,65R-00158,,2014,2014,RRNRH4034ED00156,,42,7,1000,13,1000,,,
1851,TCMK-00292,TCMK-00292,28,45,65R-00292,,2014,2014,RRNRH4034ED00157,,42,7,1000,13,1000,,,
1852,TCMK-288,TCMK-288,29,43,288,,2014,2014,456FC13,,42,42,1000,13,1000,,,
1853,TCMK-289,TCMK-289,29,43,289,,2014,2014,456FC14,,42,42,1000,13,1000,,,
1854,TCMK-290,TCMK-290,29,43,290,,2014,2014,456FC15,,42,42,1000,13,1000,,,
1855,TCMK-291,TCMK-291,29,43,291,,2014,2014,456FC16,,42,42,1000,13,1000,,,
1856,TCMK-292,TCMK-292,29,43,292,,2014,2014,456FC17,,42,42,1000,13,1000,,,
1857,TCMK-293,TCMK-293,29,43,293,,2014,2014,456FC18,,42,42,1000,13,1000,,,
1858,TCMK-294,TCMK-294,29,43,294,,2014,2014,456FC19,,42,42,1000,13,1000,,,
1859,TCMK-295,TCMK-295,29,43,295,,2014,2014,456FC20,,42,42,1000,13,1000,,,
1860,TCMK-296,TCMK-296,29,43,296,,2014,2014,456FC21,,42,42,1000,13,1000,,,
1861,TCMK-297,TCMK-297,29,43,297,,2014,2014,456FC22,,42,42,1000,13,1000,,,
1862,KVTC01,KVTC01,24,37,,,,,,,6,6,1000,1,1000,,,
1863,KVTC02,KVTC02,24,37,,,,,,,6,6,1000,1,1000,,,
1864,KVTC03,KVTC03,24,37,,,,,,,6,6,1000,1,1000,,,
1865,KVTC04,KVTC04,24,37,,,,,,,6,6,1000,1,1000,,,
1866,KVTC05,KVTC05,24,37,,,,,,,6,6,1000,1,1000,,,
1867,KVTC06,KVTC06,24,37,,,,,,,6,6,1000,1,1000,,,
1868,KVTC07,KVTC07,24,37,,,,,,,6,6,1000,1,1000,,,
1869,KVTC08,KVTC08,24,37,,,,,,,6,6,1000,1,1000,,,
1870,KVTC09,KVTC09,24,37,,,,,,,6,6,1000,1,1000,,,
1871,KVTC10,KVTC10,24,37,,,,,,,6,6,1000,1,1000,,,
1872,KVTC11,KVTC11,24,37,,,,,,,6,6,1000,1,1000,,,
1873,KVTC12,KVTC12,24,37,,,,,,,6,6,1000,1,1000,,,
1874,KVTC13,KVTC13,24,37,,,,,,,6,6,1000,1,1000,,,
